,speed,acc,lane,pos,speed_stability,acc_point,acc_avg_point,a*v
76,13.171887,0,464@39#0,993.669192,0,0,0,0
77,13.171887,0,464@39#0,1006.841079,0,0,0,0
78,13.171887,0,464@39#0,1020.012966,0,0,0,0
79,13.171887,0,320@448#0,1059.528627,0,0,0,0
80,13.171887,0,320@448#0,1072.700514,0,0,0,0
81,13.171887,0,320@448#0,1085.872401,0,0,0,0
82,13.171887,0,320@448#0,1099.044288,0,0,0,0
83,13.171887,0,320@448#0,1112.216175,0,0,0,0
84,13.171887,0,320@448#0,1125.388062,0,0,0,0
85,13.171887,0,320@448#0,1138.559949,0,0,0,0
86,13.171887,0,320@448#0,1151.731836,0,0,0,0
87,13.171887,0,320@448#0,1164.903723,0,0,0,0
88,13.171887,0,448@314#0,1270.278819,0,0,0,0
89,13.171887,0,314@497#0,1283.450706,0,0,0,0
90,13.171887,0,314@497#0,1296.622593,0,0,0,0
91,13.171887,0,314@497#0,1309.79448,0,0,0,0
92,13.171887,0,497@336#0,1322.966367,0,0,0,0
93,13.171887,0,497@336#0,1336.138254,0,0,0,0
94,13.171887,0,497@336#0,1349.310141,0,0,0,0
95,13.171887,0,497@336#0,1362.482028,0,0,0,0
96,13.171887,0,497@336#0,1375.653915,0,0,0,0
97,13.171887,0,497@336#0,1388.825802,0,0,0,0
98,13.171887,0,497@336#0,1401.997689,0,0,0,0
99,13.171887,0,498@313#0,1441.51335,0,0,0,0
100,13.171887,0,498@313#0,1454.685237,0,0,0,0
101,13.171887,0,498@313#0,1467.857124,0,0,0,0
102,13.171887,0,498@313#0,1481.029011,0,0,0,0
103,13.171887,0,498@313#0,1494.200898,0,0,0,0
104,13.171887,0,498@313#0,1507.372785,0,0,0,0
105,13.171887,0,498@313#0,1520.544672,0,0,0,0
106,13.171887,0,313@309#0,1546.888446,0,0,0,0
107,13.171887,0,313@309#0,1560.060333,0,0,0,0
108,13.171887,0,313@309#0,1573.23222,0,0,0,0
109,13.171887,0,313@309#0,1586.404107,-999,0,0,0
110,13.171887,0,313@309#0,1599.575994,-999,0,0,0
111,13.171887,0,309@48#0,1612.747881,-999,0,0,0
112,13.171887,0,309@48#0,1625.919768,-999,0,0,0
113,13.171887,0,309@48#0,1639.091655,-999,0,0,0
114,13.171887,0,309@48#0,1652.263542,-999,0,0,0
115,13.171887,0,309@48#0,1665.435429,-999,0,0,0
116,13.171887,0,309@48#0,1678.607316,-999,0,0,0
117,13.171887,0,309@48#0,1691.779203,-999,0,-999,0
118,13.171887,0,309@48#0,1704.95109,-999,0,-999,0
